Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location
183,Square Picnic Table,Wood,Aggregate,97 STREET NW,1140,MCCAULEY,WARD 06,53.5488081564884,-113.487779499669,"(53.5488081564884, -113.487779499669)"
108,Square Picnic Table,Wood,Wood,LANSDOWNE DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.4858465728245,-113.556048746397,"(53.4858465728245, -113.556048746397)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.527069057126,-113.552018829166,"(53.527069057126, -113.552018829166)"
235,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.5621493098821,-113.45849178444,"(53.5621493098821, -113.45849178444)"
295,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.584641433181,-113.373494412692,"(53.584641433181, -113.373494412692)"
173,Square Picnic Table,Metal,Metal,109 AVENUE NW,1030,CENTRAL MCDOUGALL,WARD 06,53.5549169639195,-113.503279626841,"(53.5549169639195, -113.503279626841)"
189,Square Picnic Table,Wood,Aggregate,93 STREET NW,1010,ALBERTA AVENUE,WARD 07,53.5709532499781,-113.483800516985,"(53.5709532499781, -113.483800516985)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5550881773415,-113.3849905201,"(53.5550881773415, -113.3849905201)"
435,Square Picnic Table,Wood,Aggregate,EDWARDS DRIVE SW,6211,ELLERSLIE,WARD 12,53.4288746555586,-113.458469950333,"(53.4288746555586, -113.458469950333)"
295,Square Picnic Table,Composite,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.5823313302754,-113.372535766264,"(53.5823313302754, -113.372535766264)"
113,Square Picnic Table,Wood,Wood,GROAT ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5283381456527,-113.541242967902,"(53.5283381456527, -113.541242967902)"
858,Square Picnic Table,Wood,Aggregate,WELLINGTON CRESCENT NW,3381,RIVER VALLEY GLENORA,WARD 06,53.5393348160876,-113.544839475051,"(53.5393348160876, -113.544839475051)"
308,Square Picnic Table,Wood,Metal,119 AVENUE NW,2010,ABBOTTSFIELD,WARD 07,53.5724628220168,-113.389087181066,"(53.5724628220168, -113.389087181066)"
93,Square Picnic Table,Wood,Aggregate,91 AVENUE NW,3330,PARKVIEW,WARD 01,53.525221789816,-113.569664226065,"(53.525221789816, -113.569664226065)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5289559296032,-113.546833419793,"(53.5289559296032, -113.546833419793)"
104,Square Picnic Table,Wood,Wood,123A AVENUE NW,3170,DOVERCOURT,WARD 02,53.5766697583505,-113.562210601771,"(53.5766697583505, -113.562210601771)"
140,Square Picnic Table,Wood,Aggregate,VICTORIA PARK ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.538886405975,-113.529104902997,"(53.538886405975, -113.529104902997)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5096668553088,-113.554045139024,"(53.5096668553088, -113.554045139024)"
129,Square Picnic Table,Unknown,Unknown,125 STREET NW,3350,PRINCE CHARLES,WARD 02,53.5746761169665,-113.537500696871,"(53.5746761169665, -113.537500696871)"
392,Square Picnic Table,Wood,Aggregate,TOMLINSON COMMON NW,5640,TERWILLEGAR TOWNE,WARD 09,53.449753558311,-113.584526097709,"(53.449753558311, -113.584526097709)"
170,Square Picnic Table,Unknown,Unknown,102 AVENUE NW,1090,DOWNTOWN,WARD 06,53.544011591554,-113.489880139584,"(53.544011591554, -113.489880139584)"
392,Square Picnic Table,Wood,Metal,TOMLINSON COMMON NW,5640,TERWILLEGAR TOWNE,WARD 09,53.4468573866784,-113.586946892225,"(53.4468573866784, -113.586946892225)"
858,Square Picnic Table,Wood,Metal,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,WARD 06,53.5396311507327,-113.541640666711,"(53.5396311507327, -113.541640666711)"
183,Square Picnic Table,Wood,Metal,107 AVENUE NW,1140,MCCAULEY,WARD 06,53.5531130203207,-113.484001004009,"(53.5531130203207, -113.484001004009)"
149,Square Picnic Table,Wood,Metal,QUEEN ELIZABETH PARK ROAD NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5247993833725,-113.495488586358,"(53.5247993833725, -113.495488586358)"
235,Square Picnic Table,Wood,Aggregate,74 STREET NW,1240,VIRGINIA PARK,WARD 07,53.5601980370047,-113.449638098783,"(53.5601980370047, -113.449638098783)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5277937143325,-113.549526565524,"(53.5277937143325, -113.549526565524)"
170,Square Picnic Table,Unknown,Unknown,102 AVENUE NW,1090,DOWNTOWN,WARD 06,53.5439361843286,-113.489924882862,"(53.5439361843286, -113.489924882862)"
46,Square Picnic Table,Wood,Aggregate,83 AVENUE NW,4140,ELMWOOD,WARD 05,53.515845828362,-113.606313804368,"(53.515845828362, -113.606313804368)"
261,Square Picnic Table,Concrete,Aggregate,44 AVENUE NW,6500,MILL WOODS GOLF COURSE,WARD 11,53.4845685214658,-113.423142607135,"(53.4845685214658, -113.423142607135)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5299582264907,-113.554504356956,"(53.5299582264907, -113.554504356956)"
160,Square Picnic Table,Wood,Metal,107 STREET NW,3260,LAUDERDALE,WARD 02,53.5886991649712,-113.5036683149,"(53.5886991649712, -113.5036683149)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5081632294991,-113.558413457969,"(53.5081632294991, -113.558413457969)"
148,Square Picnic Table,Metal,Metal,110 AVENUE NW,1180,QUEEN MARY PARK,WARD 06,53.5565039611717,-113.508923055597,"(53.5565039611717, -113.508923055597)"
283,Square Picnic Table,Concrete,Aggregate,MILL WOODS ROAD EAST NW,6580,POLLARD MEADOWS,WARD 12,53.4471066253902,-113.403702222661,"(53.4471066253902, -113.403702222661)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5090045497192,-113.554960279734,"(53.5090045497192, -113.554960279734)"
226,Square Picnic Table,Unknown,Unknown,CORONET ROAD NW,6170,DAVIES INDUSTRIAL WEST,WARD 11,53.5007116985486,-113.451317506938,"(53.5007116985486, -113.451317506938)"
52,Square Picnic Table,Wood,Metal,WANYANDI ROAD NW,4360,OLESKIW,WARD 05,53.4990978782777,-113.60439904389,"(53.4990978782777, -113.60439904389)"
248,Square Picnic Table,Wood,Aggregate,23 AVENUE NW,6510,MILL WOODS PARK,WARD 11,53.4556806234296,-113.437793608323,"(53.4556806234296, -113.437793608323)"
317,Square Picnic Table,Wood,Metal,21 STREET NW,2280,FRASER,WARD 04,53.6102289049415,-113.372911938353,"(53.6102289049415, -113.372911938353)"
240,Square Picnic Table,Wood,Aggregate,116 AVENUE NW,2060,BELLEVUE,WARD 07,53.5685002890095,-113.449139417464,"(53.5685002890095, -113.449139417464)"
104,Square Picnic Table,Wood,Aggregate,DOVERCOURT AVENUE NW,3170,DOVERCOURT,WARD 02,53.5759348508868,-113.560062229133,"(53.5759348508868, -113.560062229133)"
171,Square Picnic Table,Wood,Metal,73 AVENUE NW,5330,QUEEN ALEXANDRA,WARD 08,53.50956762086,-113.508109600232,"(53.50956762086, -113.508109600232)"
261,Square Picnic Table,Wood,Metal,44 AVENUE NW,6500,MILL WOODS GOLF COURSE,WARD 11,53.4841153395356,-113.420927706791,"(53.4841153395356, -113.420927706791)"
170,Square Picnic Table,Unknown,Unknown,JASPER AVENUE NW,1090,DOWNTOWN,WARD 06,53.5412138339258,-113.500529348401,"(53.5412138339258, -113.500529348401)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5571651474628,-113.404490626294,"(53.5571651474628, -113.404490626294)"
201,Square Picnic Table,Wood,Metal,87 STREET NW,1210,RIVERDALE,WARD 06,53.5432109078445,-113.463890367397,"(53.5432109078445, -113.463890367397)"
211,Square Picnic Table,Wood,Metal,75 STREET NW,1190,RIVER VALLEY KINNAIRD,WARD 07,53.5563173433343,-113.449696947984,"(53.5563173433343, -113.449696947984)"
113,Square Picnic Table,Wood,Wood,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5273956191962,-113.545926303677,"(53.5273956191962, -113.545926303677)"
858,Square Picnic Table,Wood,Aggregate,WELLINGTON CRESCENT NW,3381,RIVER VALLEY GLENORA,WARD 06,53.5392959597594,-113.543885406617,"(53.5392959597594, -113.543885406617)"
113,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5326119625903,-113.532981410355,"(53.5326119625903, -113.532981410355)"
75,Square Picnic Table,Wood,Aggregate,153 STREET NW,4580,WEST JASPER PLACE,WARD 01,53.5335039913067,-113.584212349364,"(53.5335039913067, -113.584212349364)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5541865298482,-113.38666735618,"(53.5541865298482, -113.38666735618)"
113,Square Picnic Table,Wood,Aggregate,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5244996216951,-113.544967164175,"(53.5244996216951, -113.544967164175)"
170,Square Picnic Table,Wood,Metal,JASPER AVENUE NW,1090,DOWNTOWN,WARD 06,53.5411742519848,-113.500504576297,"(53.5411742519848, -113.500504576297)"
25,Square Picnic Table,Wood,Aggregate,57 AVENUE NW,4110,DECHENE,WARD 05,53.4914266462206,-113.636703135395,"(53.4914266462206, -113.636703135395)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5089126790058,-113.552799155186,"(53.5089126790058, -113.552799155186)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5543982786785,-113.385159981256,"(53.5543982786785, -113.385159981256)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5549678919865,-113.38425599007,"(53.5549678919865, -113.38425599007)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5274037797164,-113.546323917172,"(53.5274037797164, -113.546323917172)"
106,Square Picnic Table,Wood,Aggregate,CUMBERLAND ROAD NW,3150,CUMBERLAND,WARD 02,53.6071098767345,-113.556113134019,"(53.6071098767345, -113.556113134019)"
103,Square Picnic Table,Wood,Aggregate,112 AVENUE NW,3450,WOODCROFT,WARD 02,53.5605440596633,-113.562530011035,"(53.5605440596633, -113.562530011035)"
106,Square Picnic Table,Composite,Metal,CUMBERLAND ROAD NW,3150,CUMBERLAND,WARD 02,53.6078594711506,-113.556572385016,"(53.6078594711506, -113.556572385016)"
641,Square Picnic Table,Wood,Aggregate,176 AVENUE NW,3190,ELSINORE,WARD 03,53.6412274228437,-113.505771715859,"(53.6412274228437, -113.505771715859)"
103,Square Picnic Table,Wood,Aggregate,112 AVENUE NW,3450,WOODCROFT,WARD 02,53.5598172013624,-113.564722976905,"(53.5598172013624, -113.564722976905)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5244610509569,-113.544357775282,"(53.5244610509569, -113.544357775282)"
297,Square Picnic Table,Wood,Metal,41 STREET NW,6370,KINISKI GARDENS,WARD 12,53.4778148729417,-113.40406871564,"(53.4778148729417, -113.40406871564)"
235,Round Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,WARD 07,53.5622616750493,-113.455105993685,"(53.5622616750493, -113.455105993685)"
297,Square Picnic Table,Concrete,Aggregate,38 STREET NW,6370,KINISKI GARDENS,WARD 12,53.4754081926094,-113.400145833068,"(53.4754081926094, -113.400145833068)"
149,Square Picnic Table,Wood,Metal,LAVIGNE ROAD NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5253987228034,-113.494142859707,"(53.5253987228034, -113.494142859707)"
113,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5335557593305,-113.53554252327,"(53.5335557593305, -113.53554252327)"
103,Square Picnic Table,Wood,Metal,114 AVENUE NW,3450,WOODCROFT,WARD 02,53.5628882032487,-113.558648972685,"(53.5628882032487, -113.558648972685)"
201,Square Picnic Table,Wood,Metal,87 STREET NW,1210,RIVERDALE,WARD 06,53.542242220542,-113.463573613081,"(53.542242220542, -113.463573613081)"
73,Square Picnic Table,Wood,Metal,KEILLOR TRAIL NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5040569964942,-113.556988199585,"(53.5040569964942, -113.556988199585)"
170,Square Picnic Table,Wood,Metal,99 AVENUE NW,1090,DOWNTOWN,WARD 06,53.536822015607,-113.500560725213,"(53.536822015607, -113.500560725213)"
149,Square Picnic Table,Composite,Metal,109 STREET NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5268646538215,-113.510157540912,"(53.5268646538215, -113.510157540912)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5339910079601,-113.523442263178,"(53.5339910079601, -113.523442263178)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5099831773391,-113.552303899771,"(53.5099831773391, -113.552303899771)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5338058120853,-113.524271430801,"(53.5338058120853, -113.524271430801)"
92,Square Picnic Table,Wood,Metal,143A STREET NW,3140,CRESTWOOD,WARD 01,53.5344469166884,-113.569656838288,"(53.5344469166884, -113.569656838288)"
108,Square Picnic Table,Wood,Wood,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.4846354505178,-113.555360841918,"(53.4846354505178, -113.555360841918)"
148,Square Picnic Table,Metal,Metal,109 STREET NW,1180,QUEEN MARY PARK,WARD 06,53.5564331199658,-113.508808118024,"(53.5564331199658, -113.508808118024)"
108,Square Picnic Table,Wood,Wood,LANSDOWNE DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.4856594276338,-113.556061853307,"(53.4856594276338, -113.556061853307)"
295,Square Picnic Table,Wood,Metal,YELLOWHEAD TRAIL NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.5740172133739,-113.372862871782,"(53.5740172133739, -113.372862871782)"
211,Square Picnic Table,Wood,Metal,103A AVENUE NW,1190,RIVER VALLEY KINNAIRD,WARD 07,53.5510004916862,-113.470400117652,"(53.5510004916862, -113.470400117652)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5089756003905,-113.556379490746,"(53.5089756003905, -113.556379490746)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5278770313031,-113.552850353997,"(53.5278770313031, -113.552850353997)"
73,Square Picnic Table,Wood,Metal,FOX DRIVE NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5038962296531,-113.560138719727,"(53.5038962296531, -113.560138719727)"
170,Round Picnic Table,Unknown,Unknown,99 STREET NW,1090,DOWNTOWN,WARD 06,53.5448160550633,-113.489681928185,"(53.5448160550633, -113.489681928185)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5095556269161,-113.550259634247,"(53.5095556269161, -113.550259634247)"
315,Square Picnic Table,Wood,Aggregate,CLAREVIEW ROAD NW,2390,KERNOHAN,WARD 04,53.5934324805495,-113.383831692107,"(53.5934324805495, -113.383831692107)"
149,Square Picnic Table,Wood,Wood,109 STREET NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.527459914666,-113.508845493479,"(53.527459914666, -113.508845493479)"
116,Square Picnic Table,Wood,Aggregate,124 STREET NW,5210,GRANDVIEW HEIGHTS,WARD 10,53.4995109064277,-113.5445444838,"(53.4995109064277, -113.5445444838)"
160,Square Picnic Table,Wood,Metal,129 AVENUE NW,3260,LAUDERDALE,WARD 02,53.5888108650757,-113.510654576644,"(53.5888108650757, -113.510654576644)"
782,Square Picnic Table,Wood,Metal,34 STREET NW,2660,RUNDLE HEIGHTS,WARD 07,53.5620934142024,-113.392427126925,"(53.5620934142024, -113.392427126925)"
211,Square Picnic Table,Wood,Metal,ADA BOULEVARD NW,1190,RIVER VALLEY KINNAIRD,WARD 07,53.5559112182289,-113.449268486999,"(53.5559112182289, -113.449268486999)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5088534847278,-113.553779080559,"(53.5088534847278, -113.553779080559)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5534610212189,-113.388429844785,"(53.5534610212189, -113.388429844785)"
236,Square Picnic Table,Wood,Metal,59 STREET NW,2550,MONTROSE,WARD 07,53.5726408430405,-113.432655908746,"(53.5726408430405, -113.432655908746)"
113,Square Picnic Table,Wood,Aggregate,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5272563701465,-113.543991160008,"(53.5272563701465, -113.543991160008)"
149,Square Picnic Table,Wood,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5277295539636,-113.504649892143,"(53.5277295539636, -113.504649892143)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5277259556984,-113.549509097189,"(53.5277259556984, -113.549509097189)"
146,Square Picnic Table,Unknown,Unknown,123 AVENUE NW,1110,EDMONTON MUNICIPAL AIRPORT,WARD 02,53.5785120487541,-113.506530637195,"(53.5785120487541, -113.506530637195)"
149,Square Picnic Table,Wood,Metal,QUEEN ELIZABETH PARK ROAD NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5248247100385,-113.495455636781,"(53.5248247100385, -113.495455636781)"
113,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5344984496667,-113.538251972894,"(53.5344984496667, -113.538251972894)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5095726497863,-113.554118482264,"(53.5095726497863, -113.554118482264)"
295,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,WARD 04,53.5839515037753,-113.372368910741,"(53.5839515037753, -113.372368910741)"
142,Square Picnic Table,Wood,Aggregate,117 STREET NW,3090,CARLISLE,WARD 02,53.6046188857497,-113.523977921282,"(53.6046188857497, -113.523977921282)"
140,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,WARD 06,53.5345251762113,-113.522543646405,"(53.5345251762113, -113.522543646405)"
254,Square Picnic Table,Wood,Aggregate,FORT ROAD NW,2080,BELVEDERE,WARD 04,53.5845391899877,-113.44223917626,"(53.5845391899877, -113.44223917626)"
149,Square Picnic Table,Wood,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5264801668026,-113.509610169563,"(53.5264801668026, -113.509610169563)"
235,Square Picnic Table,Metal,Metal,BORDEN PARK ROAD NW,1240,VIRGINIA PARK,WARD 07,53.5633131536926,-113.459692278383,"(53.5633131536926, -113.459692278383)"
118,Square Picnic Table,Wood,Aggregate,158 AVENUE NW,3320,OXFORD,WARD 02,53.6198266171541,-113.550356691012,"(53.6198266171541, -113.550356691012)"
108,Square Picnic Table,Wood,Wood,LANSDOWNE DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.485783258747,-113.554936019433,"(53.485783258747, -113.554936019433)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5107889264928,-113.549133898737,"(53.5107889264928, -113.549133898737)"
73,Square Picnic Table,Wood,Metal,KEILLOR TRAIL NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.503918915038,-113.558342835457,"(53.503918915038, -113.558342835457)"
145,Square Picnic Table,Composite,Metal,112 STREET NW,5290,MCKERNAN,WARD 08,53.5111477796315,-113.519264550763,"(53.5111477796315, -113.519264550763)"
153,Square Picnic Table,Wood,Metal,84 AVENUE NW,5200,GARNEAU,WARD 08,53.5195737190744,-113.513812971302,"(53.5195737190744, -113.513812971302)"
168,Square Picnic Table,Wood,Metal,108 STREET NW,5030,BEARSPAW,WARD 10,53.4434043366314,-113.502048659557,"(53.4434043366314, -113.502048659557)"
170,Round Picnic Table,Unknown,Unknown,99 STREET NW,1090,DOWNTOWN,WARD 06,53.5451867303858,-113.490077833431,"(53.5451867303858, -113.490077833431)"
246,Square Picnic Table,Wood,Metal,CAPILANO PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.561464207036,-113.419611255827,"(53.561464207036, -113.419611255827)"
73,Square Picnic Table,Wood,Metal,FOX DRIVE NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5038484720231,-113.56017327552,"(53.5038484720231, -113.56017327552)"
856,Square Picnic Table,Wood,Wood,66 AVENUE NW,5401,RIVER VALLEY FORT EDMONTON,WARD 09,53.5023799490493,-113.572748191472,"(53.5023799490493, -113.572748191472)"
877,Square Picnic Table,Composite,Metal,CHAPPELLE ROAD SW,5462,CHAPPELLE AREA,WARD 09,53.3993706196613,-113.5720883181,"(53.3993706196613, -113.5720883181)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5115330541503,-113.546262107197,"(53.5115330541503, -113.546262107197)"
299,Square Picnic Table,Composite,Metal,35 STREET NW,6030,BISSET,WARD 12,53.4558670630549,-113.396908984813,"(53.4558670630549, -113.396908984813)"
73,Square Picnic Table,Wood,Metal,FOX DRIVE NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5021381474025,-113.560984790523,"(53.5021381474025, -113.560984790523)"
638,Square Picnic Table,Composite,Metal,MAGRATH BOULEVARD NW,5476,MAGRATH HEIGHTS,WARD 09,53.4497795059293,-113.559377907823,"(53.4497795059293, -113.559377907823)"
113,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5340851748636,-113.537803504524,"(53.5340851748636, -113.537803504524)"
46,Square Picnic Table,Wood,Aggregate,83 AVENUE NW,4140,ELMWOOD,WARD 05,53.5157994543086,-113.60651527054,"(53.5157994543086, -113.60651527054)"
103,Other Table,Wood,Metal,114 AVENUE NW,3450,WOODCROFT,WARD 02,53.5625641525399,-113.561446371122,"(53.5625641525399, -113.561446371122)"
317,Square Picnic Table,Wood,Metal,21 STREET NW,2280,FRASER,WARD 04,53.610393184769,-113.372858429924,"(53.610393184769, -113.372858429924)"
113,Square Picnic Table,Wood,Aggregate,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5297537131955,-113.554534011898,"(53.5297537131955, -113.554534011898)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5551690545084,-113.406304857756,"(53.5551690545084, -113.406304857756)"
170,Round Picnic Table,Unknown,Unknown,99 STREET NW,1090,DOWNTOWN,WARD 06,53.5439716593574,-113.488697869925,"(53.5439716593574, -113.488697869925)"
73,Square Picnic Table,Wood,Metal,FOX DRIVE NW,5400,RIVER VALLEY WHITEMUD,WARD 10,53.5035780874053,-113.55690865857,"(53.5035780874053, -113.55690865857)"
149,Square Picnic Table,Wood,Wood,RIVER VALLEY ROAD NW,5390,RIVER VALLEY WALTERDALE,WARD 08,53.5281351090278,-113.507215690391,"(53.5281351090278, -113.507215690391)"
781,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,WARD 07,53.5539563666982,-113.384981108504,"(53.5539563666982, -113.384981108504)"
246,Square Picnic Table,Wood,Metal,106B AVENUE NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5549329772932,-113.404362137385,"(53.5549329772932, -113.404362137385)"
856,Square Picnic Table,Wood,Wood,66 AVENUE NW,5401,RIVER VALLEY FORT EDMONTON,WARD 09,53.5024788197463,-113.572654109282,"(53.5024788197463, -113.572654109282)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5576162044971,-113.406293631369,"(53.5576162044971, -113.406293631369)"
236,Square Picnic Table,Wood,Aggregate,119 AVENUE NW,2550,MONTROSE,WARD 07,53.5722695831316,-113.435573535718,"(53.5722695831316, -113.435573535718)"
113,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5342665158858,-113.537451248481,"(53.5342665158858, -113.537451248481)"
113,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5333931631148,-113.535425646155,"(53.5333931631148, -113.535425646155)"
168,Square Picnic Table,Wood,Metal,109 STREET NW,5030,BEARSPAW,WARD 10,53.4437220695707,-113.505316956797,"(53.4437220695707, -113.505316956797)"
236,Square Picnic Table,Wood,Aggregate,121 AVENUE NW,2550,MONTROSE,WARD 07,53.5756814937729,-113.450055611319,"(53.5756814937729, -113.450055611319)"
170,Square Picnic Table,Unknown,Unknown,102 AVENUE NW,1090,DOWNTOWN,WARD 06,53.544078295283,-113.489806338492,"(53.544078295283, -113.489806338492)"
113,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,WARD 08,53.5290478418397,-113.54662743197,"(53.5290478418397, -113.54662743197)"
108,Square Picnic Table,Composite,Metal,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,WARD 10,53.4851118927881,-113.556370722092,"(53.4851118927881, -113.556370722092)"
857,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,WARD 05,53.5105790854976,-113.547782811463,"(53.5105790854976, -113.547782811463)"
246,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5577925847364,-113.406049262393,"(53.5577925847364, -113.406049262393)"
